InventoryID,StoreID,Date,UserID,TimeStamp,UserIDLastUpdated,TimeStampLastUpdated,FinishedFlag
465,7,12/9/2016 0:00,23,12/9/2016 8:48,23,12/9/2016 8:49,1
466,15,12/9/2016 0:00,62,12/9/2016 14:14,62,12/9/2016 14:21,1
467,19,12/9/2016 0:00,78,12/9/2016 16:29,78,12/9/2016 16:30,1
468,13,12/10/2016 0:00,48,12/9/2016 17:41,48,12/9/2016 17:41,0
469,5,12/10/2016 0:00,57,12/10/2016 0:12,57,12/10/2016 0:12,0
470,14,12/9/2016 0:00,65,12/10/2016 8:47,65,12/10/2016 8:47,1
471,4,12/10/2016 0:00,34,12/10/2016 8:50,34,12/10/2016 8:54,1
472,19,12/10/2016 0:00,78,12/10/2016 14:00,78,12/10/2016 14:01,1
473,13,12/11/2016 0:00,49,12/10/2016 20:44,49,12/11/2016 7:49,1
474,5,12/12/2016 0:00,66,12/11/2016 0:58,66,12/11/2016 23:36,1
475,5,12/11/2016 0:00,66,12/11/2016 0:58,66,12/11/2016 0:59,1
476,13,12/12/2016 0:00,49,12/11/2016 7:49,38,12/12/2016 15:03,1
477,4,12/11/2016 0:00,43,12/11/2016 8:36,43,12/11/2016 8:37,1
478,16,12/9/2016 0:00,42,12/11/2016 9:30,42,12/11/2016 9:31,1
479,19,12/11/2016 0:00,59,12/11/2016 9:30,59,12/11/2016 9:35,1
480,16,12/12/2016 0:00,52,12/11/2016 22:23,52,12/11/2016 22:39,1
481,4,12/12/2016 0:00,43,12/12/2016 7:15,43,12/12/2016 7:18,1
482,18,12/12/2016 0:00,33,12/12/2016 7:24,33,12/12/2016 7:25,1
483,18,12/11/2016 0:00,33,12/12/2016 7:25,33,12/12/2016 7:25,0
484,9,12/12/2016 0:00,27,12/12/2016 8:59,27,12/12/2016 9:00,1
485,19,12/12/2016 0:00,59,12/12/2016 11:22,59,12/12/2016 11:23,1
486,13,12/13/2016 0:00,49,12/12/2016 20:29,49,12/13/2016 22:33,1
487,6,12/7/2016 0:00,18,12/12/2016 21:02,18,12/12/2016 21:03,1
488,6,12/9/2016 0:00,18,12/12/2016 21:07,18,12/12/2016 21:07,0
489,16,12/13/2016 0:00,52,12/12/2016 21:49,52,12/12/2016 21:51,1
490,5,12/13/2016 0:00,57,12/13/2016 0:25,57,12/13/2016 0:26,1
491,18,12/13/2016 0:00,32,12/13/2016 7:16,32,12/13/2016 7:24,1
492,4,12/13/2016 0:00,34,12/13/2016 8:26,34,12/13/2016 8:26,1
493,16,12/10/2016 0:00,9,12/13/2016 12:59,9,12/13/2016 12:59,0
494,18,12/10/2016 0:00,16,12/13/2016 13:51,16,12/13/2016 13:53,1
495,19,12/13/2016 0:00,78,12/13/2016 17:39,78,12/13/2016 17:41,1
496,13,12/14/2016 0:00,49,12/13/2016 21:35,49,12/14/2016 22:57,1
497,4,12/14/2016 0:00,34,12/14/2016 9:21,34,12/14/2016 12:29,1
498,15,12/14/2016 0:00,62,12/14/2016 12:15,62,12/14/2016 12:19,1
499,19,12/14/2016 0:00,78,12/14/2016 17:13,78,12/14/2016 17:14,1
500,13,12/15/2016 0:00,49,12/14/2016 20:41,49,12/15/2016 7:39,1
501,14,12/14/2016 0:00,65,12/14/2016 21:54,56,12/15/2016 17:13,1
502,5,12/15/2016 0:00,66,12/15/2016 0:04,66,12/15/2016 0:05,1
503,18,12/15/2016 0:00,32,12/15/2016 7:00,32,12/15/2016 7:02,1
504,9,12/14/2016 0:00,35,12/15/2016 7:30,35,12/15/2016 7:33,1
505,9,12/15/2016 0:00,35,12/15/2016 7:33,35,12/15/2016 7:34,1
506,4,12/15/2016 0:00,34,12/15/2016 8:26,34,12/15/2016 8:28,1
507,16,12/15/2016 0:00,9,12/15/2016 9:32,9,12/15/2016 9:34,1
508,13,12/16/2016 0:00,49,12/15/2016 21:32,49,12/15/2016 21:32,0
509,5,12/16/2016 0:00,57,12/15/2016 22:52,57,12/20/2016 16:08,1
510,7,12/15/2016 0:00,53,12/15/2016 23:52,53,12/15/2016 23:54,1
511,18,12/16/2016 0:00,16,12/16/2016 8:12,16,12/16/2016 13:25,1
512,4,12/16/2016 0:00,34,12/16/2016 8:19,34,12/16/2016 8:19,1
513,6,12/16/2016 0:00,18,12/16/2016 8:31,18,12/16/2016 8:35,1
514,19,12/15/2016 0:00,59,12/16/2016 9:42,59,12/16/2016 9:43,1
515,18,12/14/2016 0:00,10,12/16/2016 13:24,10,12/16/2016 13:24,0
516,15,12/15/2016 0:00,62,12/16/2016 14:27,62,12/16/2016 14:36,1
517,15,12/16/2016 0:00,62,12/16/2016 14:36,62,12/16/2016 14:48,1
518,16,12/16/2016 0:00,9,12/16/2016 15:06,9,12/16/2016 15:07,1
519,7,12/16/2016 0:00,30,12/16/2016 15:12,53,12/16/2016 23:44,1
520,9,12/16/2016 0:00,35,12/16/2016 17:27,35,12/16/2016 17:28,1
521,13,12/17/2016 0:00,38,12/16/2016 22:23,38,12/17/2016 10:08,1
522,5,12/17/2016 0:00,57,12/16/2016 23:53,57,12/20/2016 16:09,1
523,14,12/16/2016 0:00,65,12/17/2016 8:34,65,12/17/2016 8:34,1
524,4,12/17/2016 0:00,34,12/17/2016 8:35,34,12/17/2016 8:38,1
525,14,12/15/2016 0:00,65,12/17/2016 8:35,65,12/17/2016 8:35,1
526,14,12/13/2016 0:00,65,12/17/2016 8:36,65,12/17/2016 8:36,1
527,18,12/17/2016 0:00,32,12/17/2016 8:48,32,12/17/2016 8:51,1
528,16,12/17/2016 0:00,9,12/17/2016 9:25,9,12/17/2016 9:34,1
529,9,12/17/2016 0:00,35,12/17/2016 12:37,35,12/17/2016 12:38,1
530,6,12/17/2016 0:00,18,12/17/2016 14:47,18,12/17/2016 14:47,1
531,19,12/16/2016 0:00,59,12/17/2016 20:30,59,12/17/2016 20:31,1
532,13,12/18/2016 0:00,49,12/17/2016 22:21,49,12/18/2016 8:00,1
533,7,12/17/2016 0:00,83,12/17/2016 22:41,83,12/17/2016 22:44,1
534,5,12/18/2016 0:00,66,12/18/2016 0:57,66,12/18/2016 0:58,1
535,18,12/18/2016 0:00,32,12/18/2016 7:56,32,12/18/2016 7:57,1
536,13,12/19/2016 0:00,49,12/18/2016 8:01,49,12/19/2016 21:11,1
537,9,12/18/2016 0:00,27,12/18/2016 8:29,27,12/18/2016 8:30,1
538,16,12/18/2016 0:00,9,12/18/2016 8:35,9,12/18/2016 8:36,1
539,4,12/18/2016 0:00,43,12/18/2016 8:37,43,12/18/2016 8:41,1
540,7,12/18/2016 0:00,83,12/18/2016 22:11,83,12/18/2016 22:14,1
541,5,12/19/2016 0:00,66,12/18/2016 23:07,66,12/18/2016 23:08,1
542,4,12/19/2016 0:00,43,12/19/2016 6:54,43,12/19/2016 6:54,1
543,14,12/17/2016 0:00,56,12/19/2016 9:52,56,12/19/2016 9:53,1
544,14,12/18/2016 0:00,56,12/19/2016 9:53,56,12/19/2016 9:54,1
545,19,12/19/2016 0:00,59,12/19/2016 12:24,59,12/19/2016 12:25,1
546,9,12/19/2016 0:00,46,12/19/2016 15:35,46,12/19/2016 15:37,1
547,13,12/20/2016 0:00,49,12/19/2016 21:12,49,12/20/2016 23:03,1
548,7,12/19/2016 0:00,83,12/19/2016 21:35,83,12/19/2016 21:37,1
549,5,12/20/2016 0:00,66,12/20/2016 0:13,66,12/20/2016 0:14,1
550,4,12/20/2016 0:00,34,12/20/2016 7:53,80,12/20/2016 8:34,1
551,9,12/20/2016 0:00,27,12/20/2016 8:12,27,12/20/2016 8:13,1
552,18,12/19/2016 0:00,16,12/20/2016 8:36,16,12/20/2016 8:37,1
553,18,12/20/2016 0:00,16,12/20/2016 8:37,16,12/20/2016 8:39,1
554,7,12/20/2016 0:00,23,12/20/2016 8:45,23,12/20/2016 8:49,1
555,16,12/19/2016 0:00,9,12/20/2016 9:19,9,12/20/2016 9:20,1
556,16,12/20/2016 0:00,9,12/20/2016 9:20,9,12/20/2016 9:21,1
557,13,12/21/2016 0:00,49,12/20/2016 21:52,48,12/21/2016 16:47,1
558,18,12/21/2016 0:00,16,12/21/2016 8:20,16,12/21/2016 8:22,1
559,6,12/18/2016 0:00,18,12/21/2016 9:13,18,12/21/2016 9:19,1
560,6,12/19/2016 0:00,18,12/21/2016 9:20,18,12/21/2016 9:21,1
561,6,12/20/2016 0:00,18,12/21/2016 9:21,18,12/21/2016 9:22,1
562,5,12/21/2016 0:00,57,12/21/2016 9:22,57,12/21/2016 9:23,1
563,4,12/21/2016 0:00,43,12/21/2016 10:17,43,12/21/2016 10:18,1
564,14,12/19/2016 0:00,56,12/21/2016 12:14,56,12/21/2016 12:15,1
565,14,12/20/2016 0:00,56,12/21/2016 12:15,56,12/21/2016 12:17,1
566,9,12/21/2016 0:00,46,12/21/2016 13:20,46,12/21/2016 13:22,1
567,13,12/22/2016 0:00,48,12/21/2016 16:17,48,12/22/2016 16:39,1
568,4,12/22/2016 0:00,85,12/21/2016 17:54,34,12/22/2016 8:39,1
569,7,12/21/2016 0:00,83,12/21/2016 21:16,83,12/21/2016 22:24,1
570,5,12/22/2016 0:00,66,12/22/2016 0:02,66,12/22/2016 0:04,1
571,7,12/22/2016 0:00,23,12/22/2016 7:52,23,12/22/2016 7:54,1
572,9,12/22/2016 0:00,27,12/22/2016 9:44,27,12/22/2016 9:44,1
573,18,12/22/2016 0:00,16,12/22/2016 14:38,16,12/22/2016 14:38,0
574,13,12/23/2016 0:00,48,12/22/2016 16:39,48,12/23/2016 15:01,1
575,6,12/21/2016 0:00,18,12/22/2016 17:44,18,12/22/2016 18:32,1
576,6,12/22/2016 0:00,18,12/22/2016 18:33,18,12/22/2016 18:35,1
577,6,12/23/2016 0:00,18,12/22/2016 18:57,18,12/23/2016 9:04,1
578,19,12/22/2016 0:00,78,12/22/2016 19:20,78,12/22/2016 19:26,1
579,19,12/23/2016 0:00,78,12/22/2016 19:27,59,12/23/2016 15:45,1
580,7,12/23/2016 0:00,53,12/22/2016 22:48,53,12/22/2016 22:49,1
581,5,12/23/2016 0:00,57,12/22/2016 23:37,57,12/24/2016 7:57,1
582,9,12/23/2016 0:00,27,12/23/2016 8:05,27,12/23/2016 8:05,1
583,4,12/23/2016 0:00,34,12/23/2016 8:17,80,12/23/2016 9:46,1
584,18,12/23/2016 0:00,16,12/23/2016 8:45,16,12/23/2016 8:47,1
585,16,12/21/2016 0:00,9,12/23/2016 9:42,9,12/23/2016 9:42,1
586,16,12/22/2016 0:00,9,12/23/2016 9:43,9,12/23/2016 9:43,1
587,13,12/24/2016 0:00,48,12/23/2016 15:01,49,12/24/2016 12:56,1
588,9,12/24/2016 0:00,41,12/23/2016 22:51,41,12/23/2016 22:51,0
589,5,12/24/2016 0:00,57,12/23/2016 23:48,57,12/24/2016 7:57,1
590,4,12/24/2016 0:00,34,12/24/2016 8:56,34,12/24/2016 8:56,1
591,6,12/24/2016 0:00,18,12/24/2016 9:33,18,12/27/2016 8:36,1
592,18,12/24/2016 0:00,16,12/24/2016 12:56,16,12/24/2016 12:58,1
593,13,12/25/2016 0:00,49,12/24/2016 14:36,38,12/26/2016 13:02,1
594,7,12/25/2016 0:00,23,12/24/2016 14:50,23,12/24/2016 14:51,1
595,15,12/22/2016 0:00,62,12/24/2016 15:20,62,12/24/2016 15:25,1
596,15,12/23/2016 0:00,62,12/24/2016 15:26,62,12/24/2016 15:31,1
597,5,12/25/2016 0:00,57,12/24/2016 17:05,57,12/24/2016 17:07,1
598,4,12/26/2016 0:00,43,12/26/2016 7:54,43,12/26/2016 7:56,1
599,16,12/23/2016 0:00,42,12/26/2016 9:40,42,12/26/2016 9:41,1
600,16,12/24/2016 0:00,42,12/26/2016 9:41,42,12/26/2016 9:41,0
601,16,12/25/2016 0:00,42,12/26/2016 9:41,42,12/26/2016 9:42,1
602,16,12/26/2016 0:00,42,12/26/2016 9:42,42,12/26/2016 9:42,1
603,13,12/26/2016 0:00,38,12/26/2016 13:00,38,12/26/2016 13:03,1
604,13,12/27/2016 0:00,38,12/26/2016 19:27,48,12/27/2016 7:03,1
605,7,12/26/2016 0:00,83,12/26/2016 23:44,83,12/26/2016 23:49,1
606,5,12/26/2016 0:00,57,12/27/2016 0:34,57,12/27/2016 0:34,0
607,5,12/27/2016 0:00,57,12/27/2016 0:34,57,12/27/2016 0:34,0
608,18,12/27/2016 0:00,32,12/27/2016 7:08,32,12/27/2016 7:10,1
609,4,12/27/2016 0:00,43,12/27/2016 7:26,43,12/27/2016 7:28,1
610,13,12/28/2016 0:00,48,12/27/2016 8:16,48,12/28/2016 21:26,1
611,14,12/26/2016 0:00,65,12/27/2016 8:33,65,12/27/2016 8:34,1
612,6,12/25/2016 0:00,18,12/27/2016 8:36,18,12/27/2016 8:38,1
613,6,12/26/2016 0:00,18,12/27/2016 8:38,18,12/27/2016 8:39,1
614,6,12/27/2016 0:00,18,12/27/2016 8:39,18,12/27/2016 8:46,1
615,7,12/27/2016 0:00,30,12/27/2016 9:18,30,12/27/2016 9:18,0
616,16,12/27/2016 0:00,42,12/27/2016 14:00,42,12/27/2016 14:01,1
617,14,12/21/2016 0:00,56,12/28/2016 9:33,56,12/28/2016 9:33,1
618,14,12/22/2016 0:00,56,12/28/2016 9:33,56,12/28/2016 9:33,1
619,14,12/23/2016 0:00,56,12/28/2016 9:34,56,12/28/2016 9:34,1
620,14,12/24/2016 0:00,56,12/28/2016 9:34,56,12/28/2016 9:34,1
621,14,12/25/2016 0:00,56,12/28/2016 9:34,56,12/28/2016 9:35,1
622,14,12/27/2016 0:00,56,12/28/2016 9:35,56,12/28/2016 9:35,1
623,18,12/28/2016 0:00,32,12/28/2016 10:23,32,12/28/2016 10:24,1
624,4,12/28/2016 0:00,43,12/28/2016 10:25,43,12/28/2016 10:26,1
625,13,12/29/2016 0:00,48,12/28/2016 16:25,48,12/28/2016 16:25,1
626,7,12/28/2016 0:00,83,12/28/2016 23:09,83,12/28/2016 23:12,1
627,5,12/29/2016 0:00,66,12/29/2016 1:08,66,12/29/2016 1:09,1
628,18,12/29/2016 0:00,32,12/29/2016 7:11,32,12/29/2016 7:13,1
629,9,12/28/2016 0:00,35,12/29/2016 7:27,35,12/29/2016 7:31,1
630,9,12/29/2016 0:00,35,12/29/2016 7:31,35,12/29/2016 7:36,1
631,9,12/30/2016 0:00,35,12/29/2016 7:39,35,12/30/2016 9:55,1
632,14,12/28/2016 0:00,56,12/29/2016 7:57,56,12/29/2016 7:58,1
633,6,12/29/2016 0:00,22,12/29/2016 15:17,22,12/29/2016 15:18,1
634,13,12/30/2016 0:00,48,12/29/2016 15:30,48,12/30/2016 11:54,1
635,4,12/29/2016 0:00,43,12/29/2016 15:36,43,12/29/2016 15:37,1
636,7,12/29/2016 0:00,53,12/29/2016 22:16,53,12/29/2016 22:17,1
637,19,12/30/2016 0:00,59,12/30/2016 7:37,59,12/30/2016 7:39,1
638,18,12/30/2016 0:00,32,12/30/2016 7:51,32,12/30/2016 7:53,1
639,16,12/28/2016 0:00,42,12/30/2016 8:24,42,12/30/2016 8:25,1
640,16,12/29/2016 0:00,42,12/30/2016 8:25,42,12/30/2016 8:25,1
641,16,12/30/2016 0:00,42,12/30/2016 8:25,42,12/30/2016 8:26,1
642,4,12/30/2016 0:00,85,12/30/2016 8:26,85,12/30/2016 8:26,0
643,13,12/31/2016 0:00,48,12/30/2016 11:54,48,1/1/2017 7:50,1
644,14,12/29/2016 0:00,56,12/30/2016 15:07,56,12/30/2016 15:08,1
645,7,12/30/2016 0:00,53,12/30/2016 22:14,53,12/30/2016 22:15,1
646,6,12/30/2016 0:00,22,12/31/2016 7:23,22,12/31/2016 7:24,1
647,6,12/31/2016 0:00,22,12/31/2016 7:24,22,12/31/2016 7:25,1
648,4,12/31/2016 0:00,43,12/31/2016 8:42,10,1/2/2017 10:42,0
649,18,12/31/2016 0:00,32,12/31/2016 8:59,32,12/31/2016 9:01,1
650,9,12/31/2016 0:00,35,12/31/2016 13:00,35,12/31/2016 13:00,1
651,14,12/30/2016 0:00,56,12/31/2016 15:32,56,12/31/2016 15:33,1
652,18,1/1/2017 0:00,32,1/1/2017 7:26,32,1/1/2017 7:28,1
653,19,1/1/2017 0:00,59,1/1/2017 7:35,59,1/1/2017 7:37,1
654,13,1/1/2017 0:00,48,1/1/2017 7:50,48,1/1/2017 10:46,1
655,9,1/1/2017 0:00,27,1/1/2017 9:40,27,1/1/2017 9:41,1
656,4,1/1/2017 0:00,43,1/1/2017 10:45,43,1/1/2017 10:45,1
657,6,1/1/2017 0:00,22,1/1/2017 11:14,22,1/1/2017 11:15,1
658,13,1/2/2017 0:00,49,1/1/2017 19:55,49,1/2/2017 11:09,1
659,7,1/1/2017 0:00,83,1/1/2017 22:51,83,1/1/2017 22:54,1
660,5,1/2/2017 0:00,66,1/1/2017 23:37,66,1/1/2017 23:39,1
661,4,1/2/2017 0:00,43,1/2/2017 6:56,43,1/2/2017 6:57,1
662,9,1/2/2017 0:00,27,1/2/2017 8:52,27,1/2/2017 8:52,1
663,6,1/2/2017 0:00,22,1/2/2017 8:59,22,1/2/2017 9:02,1
664,13,1/3/2017 0:00,49,1/2/2017 11:09,49,1/3/2017 22:09,1
665,14,12/31/2016 0:00,56,1/2/2017 14:29,56,1/2/2017 14:29,0
666,14,1/1/2017 0:00,56,1/2/2017 14:30,56,1/2/2017 14:30,0
667,7,1/2/2017 0:00,83,1/2/2017 23:20,83,1/2/2017 23:22,1
668,5,1/3/2017 0:00,66,1/3/2017 0:02,66,1/3/2017 0:03,1
669,9,1/3/2017 0:00,35,1/3/2017 7:10,35,1/3/2017 7:10,1
670,18,1/2/2017 0:00,16,1/3/2017 8:37,16,1/3/2017 8:44,1
671,18,1/3/2017 0:00,16,1/3/2017 8:40,16,1/3/2017 8:44,1
672,19,1/2/2017 0:00,59,1/3/2017 11:32,59,1/3/2017 11:33,1
673,16,12/31/2016 0:00,42,1/3/2017 14:33,42,1/3/2017 14:34,1
674,16,1/1/2017 0:00,42,1/3/2017 14:34,42,1/3/2017 14:34,1
675,16,1/2/2017 0:00,42,1/3/2017 14:35,42,1/3/2017 14:35,1
676,16,1/3/2017 0:00,42,1/3/2017 14:36,42,1/3/2017 14:36,1
677,6,1/3/2017 0:00,86,1/3/2017 16:50,86,1/3/2017 16:50,0
678,13,1/4/2017 0:00,49,1/3/2017 21:49,48,1/4/2017 17:42,1
679,14,1/2/2017 0:00,56,1/4/2017 8:47,56,1/4/2017 8:48,1
680,4,1/4/2017 0:00,34,1/4/2017 9:17,34,1/4/2017 9:17,1
681,18,1/4/2017 0:00,16,1/4/2017 9:23,16,1/4/2017 9:24,1
682,13,1/5/2017 0:00,48,1/4/2017 17:42,49,1/5/2017 21:36,1
683,7,1/5/2017 0:00,83,1/4/2017 23:06,83,1/4/2017 23:08,1
684,9,1/5/2017 0:00,35,1/5/2017 7:29,35,1/5/2017 7:30,1
685,9,1/4/2017 0:00,35,1/5/2017 7:33,35,1/5/2017 7:37,1
686,18,1/5/2017 0:00,32,1/5/2017 8:17,32,1/5/2017 8:21,1
687,19,1/5/2017 0:00,78,1/5/2017 11:18,78,1/5/2017 11:30,1
688,6,1/5/2017 0:00,86,1/5/2017 14:58,18,1/6/2017 20:16,1
689,16,1/5/2017 0:00,42,1/5/2017 16:48,9,1/7/2017 8:49,1
690,13,1/6/2017 0:00,49,1/5/2017 21:37,48,1/6/2017 14:57,1
691,14,1/5/2017 0:00,65,1/5/2017 21:46,65,1/5/2017 21:46,0
692,18,1/6/2017 0:00,32,1/6/2017 7:57,32,1/6/2017 8:01,1
693,9,1/6/2017 0:00,35,1/6/2017 10:18,35,1/6/2017 10:20,1
694,19,1/6/2017 0:00,59,1/6/2017 11:01,59,1/6/2017 11:03,1
695,4,1/5/2017 0:00,34,1/6/2017 12:32,34,1/6/2017 12:32,1
696,4,1/6/2017 0:00,34,1/6/2017 12:33,34,1/6/2017 12:33,1
697,7,1/6/2017 0:00,23,1/6/2017 14:10,23,1/6/2017 14:11,1
698,13,1/7/2017 0:00,48,1/6/2017 14:57,48,1/7/2017 14:59,1
699,7,1/7/2017 0:00,23,1/7/2017 7:59,23,1/7/2017 8:00,1
700,18,1/7/2017 0:00,33,1/7/2017 8:04,32,1/8/2017 9:24,1
701,4,1/7/2017 0:00,34,1/7/2017 8:26,34,1/7/2017 8:26,1
702,6,1/6/2017 0:00,18,1/7/2017 8:39,18,1/8/2017 8:59,1
703,16,1/6/2017 0:00,9,1/7/2017 8:50,9,1/7/2017 8:50,1
704,19,1/7/2017 0:00,59,1/7/2017 14:09,59,1/7/2017 14:11,1
705,13,1/8/2017 0:00,48,1/7/2017 14:59,48,1/8/2017 8:00,1
706,13,1/9/2017 0:00,48,1/8/2017 8:01,48,1/10/2017 6:41,1
707,18,1/8/2017 0:00,32,1/8/2017 8:12,32,1/8/2017 9:48,1
708,9,1/8/2017 0:00,46,1/8/2017 8:24,46,1/8/2017 8:24,1
709,16,1/7/2017 0:00,42,1/8/2017 8:37,42,1/8/2017 8:38,1
710,4,1/8/2017 0:00,34,1/8/2017 8:44,10,1/8/2017 9:27,0
711,6,1/7/2017 0:00,18,1/8/2017 8:59,18,1/8/2017 9:03,1
712,6,1/8/2017 0:00,18,1/8/2017 9:03,18,1/8/2017 9:13,1
